timestamp,symbol,direction,entry_price,exit_price,pnl,capital_after
2023-04-09 21:15:00,BTCUSDT,BUY,28173.39,28263.75,15.52,9941.0
2023-04-10 00:10:00,BTCUSDT,BUY,28364.48,28309.01,-10.0,9931.0
2023-04-10 07:05:00,BTCUSDT,BUY,28299.0,28270.26,-10.0,9921.0
2023-04-10 08:15:00,BTCUSDT,BUY,28319.41,28289.98,-10.0,9911.0
2023-04-10 14:05:00,BTCUSDT,BUY,28245.13,28308.399999999998,13.81,9924.81
2023-04-10 15:05:00,BTCUSDT,BUY,28358.0,28402.17,8.4,9933.21
2023-04-10 15:40:00,BTCUSDT,BUY,28497.56,28506.764999999992,0.78,9933.98
2023-04-10 17:30:00,BTCUSDT,BUY,29135.28,29214.489999999994,7.17,9941.15
2023-04-10 18:35:00,BTCUSDT,BUY,29159.67,29119.99,-10.0,9931.15
2023-04-10 19:50:00,BTCUSDT,BUY,29186.76,29125.18,-10.0,9921.15
2023-04-10 21:15:00,BTCUSDT,BUY,29159.18,29147.894999999997,-1.95,9919.2
2023-04-10 22:05:00,BTCUSDT,BUY,29529.94,30217.39,22.35,9941.55
2023-04-11 02:30:00,BTCUSDT,BUY,30215.56,30250.0,10.0,9951.55
2023-04-11 03:50:00,BTCUSDT,BUY,30095.5,30113.2,2.98,9954.53
2023-04-11 04:15:00,BTCUSDT,BUY,30113.54,30142.83,5.76,9960.3
2023-04-11 04:45:00,BTCUSDT,BUY,30097.71,30116.005000000005,3.37,9963.67
2023-04-11 05:20:00,BTCUSDT,BUY,30075.55,30107.89,10.0,9973.67
2023-04-11 05:35:00,BTCUSDT,BUY,30021.33,30070.74,10.0,9983.67
2023-04-11 07:15:00,BTCUSDT,BUY,30092.94,30039.89,-10.0,9973.67
2023-04-11 09:30:00,BTCUSDT,BUY,30062.7,30006.61,-10.0,9963.67
2023-04-11 10:35:00,BTCUSDT,BUY,30097.99,30100.215000000004,0.59,9964.26
2023-04-11 14:00:00,BTCUSDT,BUY,30274.5,30144.72,-10.0,9954.26
2023-04-11 17:25:00,BTCUSDT,BUY,30155.01,30251.25,8.37,9962.63
2023-04-12 00:25:00,BTCUSDT,BUY,30309.15,30234.43,-10.0,9952.63
2023-04-12 01:35:00,BTCUSDT,BUY,30189.81,30228.13,10.0,9962.63
2023-04-12 02:30:00,BTCUSDT,SELL,29950.0,29847.96,25.03,9987.66
2023-04-12 05:10:00,BTCUSDT,SELL,29952.51,29903.72,14.2,10001.86
2023-04-12 08:25:00,BTCUSDT,SELL,29984.0,29913.82,15.64,10017.5
2023-04-12 09:40:00,BTCUSDT,BUY,29993.85,29959.24,-10.0,10007.5
2023-04-12 12:25:00,BTCUSDT,BUY,30007.13,30088.440000000002,17.29,10024.79
2023-04-12 12:35:00,BTCUSDT,BUY,30333.06,30003.4,-10.0,10014.79
2023-04-12 14:05:00,BTCUSDT,BUY,30159.65,30021.25,-10.0,10004.79
2023-04-12 15:10:00,BTCUSDT,SELL,29803.69,29826.565000000002,-0.91,10003.87
2023-04-12 16:30:00,BTCUSDT,SELL,29990.09,29927.139999999992,14.02,10017.89
2023-04-12 19:15:00,BTCUSDT,SELL,29886.4,29781.425000000003,23.86,10041.75
2023-04-12 22:05:00,BTCUSDT,SELL,29907.08,29950.0,-10.0,10031.75
2023-04-12 22:35:00,BTCUSDT,SELL,29888.35,29954.28,-10.0,10021.75
2023-04-13 02:40:00,BTCUSDT,BUY,30147.84,30028.64,-10.0,10011.75
2023-04-13 08:40:00,BTCUSDT,BUY,30104.38,30059.2,-10.0,10001.75
2023-04-13 08:55:00,BTCUSDT,BUY,30188.14,30500.900000000005,26.71,10028.46
2023-04-13 15:05:00,BTCUSDT,BUY,30371.81,30434.0,10.0,10038.46
2023-04-13 15:25:00,BTCUSDT,BUY,30406.73,30336.23,-10.0,10028.46
2023-04-13 17:10:00,BTCUSDT,BUY,30377.92,30506.745,13.68,10042.14
2023-04-13 20:35:00,BTCUSDT,BUY,30276.04,30245.36,-10.0,10032.14
2023-04-13 21:45:00,BTCUSDT,BUY,30325.76,30288.2,-10.0,10022.14
2023-04-13 22:05:00,BTCUSDT,BUY,30320.36,30283.69,-10.0,10012.14
2023-04-14 00:25:00,BTCUSDT,BUY,30399.11,30530.055000000004,14.7,10026.84
2023-04-14 00:40:00,BTCUSDT,BUY,30726.76,30383.45,-10.0,10016.84
2023-04-14 15:05:00,BTCUSDT,SELL,30450.31,29994.85,25.49,10042.33
2023-04-14 18:35:00,BTCUSDT,SELL,30253.36,30264.425000000003,-1.06,10041.27
2023-04-14 20:50:00,BTCUSDT,SELL,30445.5,30390.800000000003,7.95,10049.22
2023-04-15 01:00:00,BTCUSDT,SELL,30367.48,30302.85,12.57,10061.79
2023-04-15 04:25:00,BTCUSDT,SELL,30340.01,30371.34,-10.0,10051.79
2023-04-15 07:55:00,BTCUSDT,BUY,30433.3,30394.85,-10.0,10041.79
2023-04-15 11:50:00,BTCUSDT,SELL,30381.94,30414.7,-10.0,10031.79
2023-04-15 12:35:00,BTCUSDT,BUY,30430.15,30392.58,-10.0,10021.79
2023-04-15 13:35:00,BTCUSDT,SELL,30335.0,30305.364999999998,3.6,10025.39
2023-04-15 16:10:00,BTCUSDT,SELL,30278.28,30329.93,-10.0,10015.39
2023-04-15 16:35:00,BTCUSDT,SELL,30307.14,30243.305000000008,20.83,10036.22
2023-04-15 17:35:00,BTCUSDT,SELL,30236.21,30274.04,-10.0,10026.22
2023-04-15 19:45:00,BTCUSDT,SELL,30274.99,30311.22,-10.0,10016.22
2023-04-15 21:10:00,BTCUSDT,SELL,30250.7,30286.59,-10.0,10006.22
2023-04-15 21:50:00,BTCUSDT,SELL,30271.11,30303.36,-10.0,9996.22
2023-04-16 16:40:00,BTCUSDT,BUY,30293.52,30335.565000000002,12.43,10008.65
2023-04-16 17:05:00,BTCUSDT,SELL,30324.0,30379.62,-10.0,9998.65
2023-04-16 19:00:00,BTCUSDT,BUY,30480.0,30313.1,-10.0,9988.65
2023-04-16 21:05:00,BTCUSDT,BUY,30372.02,30339.18,-10.0,9978.65
2023-04-16 21:30:00,BTCUSDT,BUY,30342.39,30340.445000000003,-0.38,9978.27
2023-04-17 00:20:00,BTCUSDT,SELL,30205.01,30139.334999999992,6.63,9984.9
2023-04-17 00:40:00,BTCUSDT,SELL,29911.0,30086.01,-10.0,9974.9
2023-04-17 06:20:00,BTCUSDT,SELL,29954.27,29864.960000000003,21.35,9996.24
2023-04-17 07:45:00,BTCUSDT,SELL,29877.3,29822.5,13.17,10009.41
2023-04-17 08:50:00,BTCUSDT,SELL,29886.08,29918.98,-10.0,9999.41
2023-04-17 09:20:00,BTCUSDT,SELL,29886.46,29877.725,2.42,10001.84
2023-04-17 10:20:00,BTCUSDT,SELL,29844.9,29795.675000000003,11.9,10013.74
2023-04-17 11:30:00,BTCUSDT,SELL,29429.45,29654.620000000003,-5.5,10008.24
2023-04-17 13:15:00,BTCUSDT,SELL,29435.87,29391.835000000006,4.44,10012.68
2023-04-17 14:30:00,BTCUSDT,SELL,29443.95,29407.610000000004,9.56,10022.24
2023-04-17 19:35:00,BTCUSDT,SELL,29505.9,29459.670000000006,6.22,10028.47
2023-04-18 06:20:00,BTCUSDT,BUY,29738.3,29882.399999999998,8.29,10036.76
2023-04-18 11:10:00,BTCUSDT,BUY,29927.73,29922.800000000003,-1.37,10035.39
2023-04-18 11:55:00,BTCUSDT,BUY,30380.59,30439.450000000004,7.27,10042.65
2023-04-18 12:10:00,BTCUSDT,BUY,30427.98,30355.5,-10.0,10032.65
2023-04-18 13:40:00,BTCUSDT,BUY,30361.41,30304.86,-10.0,10022.65
2023-04-18 14:40:00,BTCUSDT,BUY,30257.19,30271.015000000003,1.75,10024.4
2023-04-18 15:30:00,BTCUSDT,BUY,30212.88,30099.37,-10.0,10014.4
2023-04-18 19:05:00,BTCUSDT,BUY,30182.42,30305.424999999996,14.92,10029.33
2023-04-19 02:25:00,BTCUSDT,BUY,30249.32,30258.52,1.04,10030.37
2023-04-19 03:00:00,BTCUSDT,BUY,30216.75,30224.33,2.37,10032.74
2023-04-19 06:20:00,BTCUSDT,SELL,30106.88,30001.840000000004,9.23,10041.97
2023-04-19 08:05:00,BTCUSDT,SELL,29806.07,29980.735000000004,-6.43,10035.54
2023-04-19 09:10:00,BTCUSDT,SELL,29217.38,29187.11,10.0,10045.54
2023-04-19 10:15:00,BTCUSDT,SELL,29189.47,29224.33,-10.0,10035.54
2023-04-19 11:25:00,BTCUSDT,SELL,29269.42,29299.0,-10.0,10025.54
2023-04-19 11:45:00,BTCUSDT,SELL,29275.64,29232.559999999998,9.71,10035.25
2023-04-19 13:00:00,BTCUSDT,SELL,29202.62,29238.16,-10.0,10025.25
2023-04-19 14:20:00,BTCUSDT,SELL,29388.08,29456.25,-10.0,10015.25
2023-04-19 20:25:00,BTCUSDT,SELL,29212.86,29128.410000000003,17.32,10032.57
2023-04-20 01:30:00,BTCUSDT,SELL,28951.53,28900.0,10.0,10042.57
2023-04-20 02:15:00,BTCUSDT,SELL,28850.56,28803.500000000004,4.73,10047.31
2023-04-20 03:00:00,BTCUSDT,SELL,28653.84,28679.58,-1.97,10045.34
2023-04-20 04:15:00,BTCUSDT,SELL,28882.1,28913.71,-10.0,10035.34
2023-04-20 04:55:00,BTCUSDT,SELL,28867.52,28920.61,-10.0,10025.34
2023-04-20 05:15:00,BTCUSDT,SELL,28893.56,28838.100000000006,10.78,10036.12
2023-04-20 06:45:00,BTCUSDT,SELL,28927.0,28970.77,-10.0,10026.12
2023-04-20 07:00:00,BTCUSDT,SELL,28947.15,28834.305000000004,28.73,10054.85
2023-04-20 10:10:00,BTCUSDT,SELL,28833.36,28779.85,7.32,10062.16
2023-04-20 11:05:00,BTCUSDT,SELL,28770.0,28796.554999999997,-2.94,10059.22
2023-04-20 13:20:00,BTCUSDT,SELL,28808.19,28857.13,-10.0,10049.22
2023-04-20 14:40:00,BTCUSDT,SELL,28764.74,28588.065000000006,40.9,10090.12
2023-04-20 16:00:00,BTCUSDT,SELL,28390.81,28629.06,-10.0,10080.12
2023-04-20 16:50:00,BTCUSDT,SELL,28500.0,28390.345,8.16,10088.28
2023-04-20 18:00:00,BTCUSDT,SELL,28472.63,28509.99,-10.0,10078.28
2023-04-20 18:20:00,BTCUSDT,SELL,28409.21,28364.755000000005,4.12,10082.4
2023-04-20 18:40:00,BTCUSDT,SELL,28312.44,28354.69,-10.0,10072.4
2023-04-20 19:15:00,BTCUSDT,SELL,28185.03,28126.025000000005,3.74,10076.14
2023-04-20 20:45:00,BTCUSDT,SELL,28233.33,28197.71,10.21,10086.35
2023-04-20 21:25:00,BTCUSDT,SELL,28201.46,28164.57,4.72,10091.08
2023-04-20 22:45:00,BTCUSDT,SELL,28223.47,28264.83,-10.0,10081.08
2023-04-21 00:25:00,BTCUSDT,SELL,28147.36,28300.01,-10.0,10071.08
2023-04-21 05:55:00,BTCUSDT,SELL,28158.21,28147.049999999996,1.34,10072.42
2023-04-21 08:10:00,BTCUSDT,SELL,28081.19,28035.68,4.5,10076.92
2023-04-21 11:05:00,BTCUSDT,SELL,27979.51,27947.589999999997,9.81,10086.73
2023-04-21 11:45:00,BTCUSDT,SELL,28009.05,28047.66,-10.0,10076.73
2023-04-21 13:30:00,BTCUSDT,SELL,28283.47,28216.83,10.0,10086.73
2023-04-21 13:50:00,BTCUSDT,SELL,28153.06,28147.775,0.38,10087.11
2023-04-21 14:15:00,BTCUSDT,SELL,28127.53,28092.54,10.0,10097.11
2023-04-21 14:35:00,BTCUSDT,SELL,28128.75,28065.225000000002,10.4,10107.51
2023-04-21 15:50:00,BTCUSDT,SELL,28014.51,27851.695000000003,13.01,10120.52
2023-04-21 20:40:00,BTCUSDT,SELL,27294.59,27280.22,1.25,10121.77
2023-04-21 21:00:00,BTCUSDT,SELL,27272.1,27318.93,-10.0,10111.77
2023-04-21 22:20:00,BTCUSDT,SELL,27277.47,27177.579999999998,20.07,10131.85
2023-04-21 23:25:00,BTCUSDT,SELL,27297.58,27330.65,-10.0,10121.85
2023-04-22 05:10:00,BTCUSDT,SELL,27308.01,27354.87,-10.0,10111.85
2023-04-22 06:20:00,BTCUSDT,SELL,27318.58,27346.99,-10.0,10101.85
2023-04-22 07:40:00,BTCUSDT,SELL,27301.0,27273.269999999997,6.16,10108.01
2023-04-22 16:40:00,BTCUSDT,BUY,27644.72,27672.03,4.44,10112.45
2023-04-22 17:10:00,BTCUSDT,BUY,27641.18,27662.630000000005,3.33,10115.77
2023-04-22 18:45:00,BTCUSDT,BUY,27600.91,27632.894999999997,5.4,10121.18
2023-04-22 19:10:00,BTCUSDT,BUY,27634.99,27586.32,-10.0,10111.18
2023-04-22 21:55:00,BTCUSDT,BUY,27669.09,27707.405000000002,7.73,10118.91
2023-04-22 23:35:00,BTCUSDT,BUY,27835.06,27804.67,-10.0,10108.91
2023-04-23 00:25:00,BTCUSDT,SELL,27725.1,27712.755000000005,3.51,10112.42
2023-04-23 03:10:00,BTCUSDT,SELL,27557.48,27549.995000000003,2.0,10114.42
2023-04-23 07:30:00,BTCUSDT,BUY,27691.42,27646.864999999998,-3.39,10111.03
2023-04-23 08:10:00,BTCUSDT,BUY,27720.03,27684.76,-10.0,10101.03
2023-04-23 08:35:00,BTCUSDT,BUY,27729.73,27731.685,0.38,10101.41
2023-04-23 09:50:00,BTCUSDT,BUY,27636.01,27587.09,-10.0,10091.41
2023-04-23 10:20:00,BTCUSDT,SELL,27562.63,27537.265,3.51,10094.92
2023-04-23 11:05:00,BTCUSDT,BUY,27541.59,27511.29,-10.0,10084.92
2023-04-23 12:25:00,BTCUSDT,BUY,27670.02,27596.1,-10.0,10074.92
2023-04-23 13:45:00,BTCUSDT,BUY,27640.12,27606.51,-10.0,10064.92
2023-04-23 16:10:00,BTCUSDT,SELL,27398.73,27418.115,-2.48,10062.44
2023-04-23 16:55:00,BTCUSDT,SELL,27584.42,27499.04,11.43,10073.88
2023-04-23 18:05:00,BTCUSDT,SELL,27484.37,27439.809999999998,9.8,10083.67
2023-04-23 18:20:00,BTCUSDT,SELL,27434.99,27493.02,-10.0,10073.67
2023-04-23 18:50:00,BTCUSDT,SELL,27409.81,27526.27,-10.0,10063.67
2023-04-23 22:20:00,BTCUSDT,BUY,27493.66,27523.735,4.28,10067.96
2023-04-24 01:15:00,BTCUSDT,BUY,27962.2,27836.28,-10.0,10057.96
2023-04-24 02:15:00,BTCUSDT,BUY,27804.61,27725.5,-10.0,10047.96
2023-04-24 03:00:00,BTCUSDT,BUY,27743.66,27677.28,-10.0,10037.96
2023-04-24 03:30:00,BTCUSDT,BUY,27753.84,27677.12,-10.0,10027.96
2023-04-24 06:40:00,BTCUSDT,SELL,27613.59,27596.275,2.3,10030.26
2023-04-24 07:05:00,BTCUSDT,SELL,27465.5,27366.840000000004,12.15,10042.41
2023-04-24 09:50:00,BTCUSDT,SELL,27299.02,27289.639999999996,1.55,10043.96
2023-04-24 11:35:00,BTCUSDT,BUY,27458.5,27485.215000000004,4.72,10048.68
2023-04-24 11:50:00,BTCUSDT,BUY,27495.66,27475.649999999998,-4.97,10043.71
2023-04-24 13:35:00,BTCUSDT,BUY,27610.0,27679.914999999997,3.17,10046.88
2023-04-24 14:25:00,BTCUSDT,SELL,27610.7,27545.875,9.0,10055.89
2023-04-24 15:05:00,BTCUSDT,SELL,27378.99,27343.93,6.64,10062.53
2023-04-24 19:20:00,BTCUSDT,SELL,27322.32,27381.58,-10.0,10052.53
2023-04-24 20:10:00,BTCUSDT,BUY,27435.74,27348.35,-10.0,10042.53
2023-04-24 22:15:00,BTCUSDT,BUY,27432.92,27461.925000000007,5.76,10048.29
2023-04-24 22:45:00,BTCUSDT,BUY,27496.77,27488.649999999994,-1.51,10046.78
2023-04-24 23:10:00,BTCUSDT,BUY,27489.8,27536.929999999993,10.2,10056.98
2023-04-25 00:15:00,BTCUSDT,BUY,27558.04,27516.61,-10.0,10046.98
2023-04-25 01:15:00,BTCUSDT,SELL,27451.89,27409.465000000004,7.14,10054.12
2023-04-25 02:00:00,BTCUSDT,SELL,27392.05,27374.915,5.69,10059.82
2023-04-25 03:30:00,BTCUSDT,SELL,27399.9,27375.495000000003,7.46,10067.27
2023-04-25 03:50:00,BTCUSDT,SELL,27343.97,27425.36,-10.0,10057.27
2023-04-25 05:10:00,BTCUSDT,SELL,27333.58,27351.730000000003,-2.35,10054.92
2023-04-25 08:10:00,BTCUSDT,BUY,27293.97,27224.64,-10.0,10044.92
2023-04-25 11:05:00,BTCUSDT,SELL,27373.95,27337.69,10.0,10054.92
2023-04-25 11:55:00,BTCUSDT,SELL,27390.96,27424.02,-10.0,10044.92
2023-04-25 13:30:00,BTCUSDT,SELL,27413.39,27317.254999999997,22.13,10067.05
2023-04-25 16:40:00,BTCUSDT,BUY,27406.04,27359.79,-10.0,10057.05
2023-04-25 18:00:00,BTCUSDT,BUY,27558.58,27769.16,50.23,10107.29
2023-04-25 19:35:00,BTCUSDT,BUY,27568.55,27612.410000000003,7.08,10114.36
2023-04-25 19:50:00,BTCUSDT,BUY,27650.8,27752.335,8.29,10122.65
2023-04-25 20:05:00,BTCUSDT,BUY,27860.01,27989.510000000002,5.2,10127.85
2023-04-25 20:50:00,BTCUSDT,BUY,27986.99,28067.39,25.77,10153.62
2023-04-25 21:05:00,BTCUSDT,BUY,28101.72,28424.035,25.44,10179.06
2023-04-26 00:30:00,BTCUSDT,BUY,28400.48,28359.22,-10.0,10169.06
2023-04-26 01:30:00,BTCUSDT,BUY,28301.97,28351.795,11.86,10180.92
2023-04-26 03:00:00,BTCUSDT,BUY,28444.49,28434.925,-1.12,10179.8
2023-04-26 04:15:00,BTCUSDT,BUY,28347.2,28395.625000000004,10.49,10190.29
2023-04-26 06:50:00,BTCUSDT,BUY,28399.99,28366.74,-10.0,10180.29
2023-04-26 07:50:00,BTCUSDT,BUY,28352.39,28370.074999999993,4.66,10184.95
2023-04-26 08:15:00,BTCUSDT,BUY,28449.34,28428.155,-3.3,10181.65
2023-04-26 08:40:00,BTCUSDT,BUY,28649.26,28745.424999999996,24.49,10206.14
2023-04-26 09:45:00,BTCUSDT,BUY,28858.51,28839.89,-3.05,10203.09
2023-04-26 10:25:00,BTCUSDT,BUY,28860.68,28915.535,8.13,10211.22
2023-04-26 10:40:00,BTCUSDT,BUY,28972.55,28995.765,1.86,10213.08
2023-04-26 11:35:00,BTCUSDT,BUY,28956.78,29006.03,14.34,10227.42
2023-04-26 14:30:00,BTCUSDT,BUY,29598.09,29563.18,-10.0,10217.42
2023-04-26 14:45:00,BTCUSDT,BUY,29670.03,29715.5,4.65,10222.06
2023-04-26 16:25:00,BTCUSDT,BUY,29810.22,29731.45,-10.0,10212.06
2023-04-26 18:25:00,BTCUSDT,BUY,29788.94,29723.0,-10.0,10202.06
2023-04-26 20:00:00,BTCUSDT,SELL,27334.01,27458.550000000003,-1.49,10200.57
2023-04-26 20:25:00,BTCUSDT,SELL,27550.37,27797.43,-10.0,10190.57
2023-04-26 21:15:00,BTCUSDT,SELL,28177.23,28378.0,-10.0,10180.57
2023-04-26 22:15:00,BTCUSDT,SELL,28547.84,28482.960000000006,7.2,10187.76
2023-04-27 00:10:00,BTCUSDT,BUY,28572.53,28499.035,-3.9,10183.86
2023-04-27 01:25:00,BTCUSDT,SELL,28848.33,29113.74,-10.0,10173.86
2023-04-27 05:20:00,BTCUSDT,BUY,29186.07,29134.905,-3.78,10170.08
2023-04-27 05:35:00,BTCUSDT,BUY,29196.87,29155.3,-10.0,10160.08
2023-04-27 07:55:00,BTCUSDT,BUY,28893.83,28862.59,-10.0,10150.08
2023-04-27 10:05:00,BTCUSDT,BUY,28935.93,29048.374999999996,24.48,10174.56
2023-04-27 12:25:00,BTCUSDT,SELL,29001.82,28871.010000000002,26.73,10201.29
2023-04-27 12:35:00,BTCUSDT,SELL,28734.69,29045.29,-10.0,10191.29
2023-04-27 14:35:00,BTCUSDT,BUY,29034.95,28979.06,-10.0,10181.29
2023-04-27 15:20:00,BTCUSDT,BUY,29407.79,29108.610000000004,-7.63,10173.67
2023-04-27 17:10:00,BTCUSDT,BUY,29174.04,29193.055,2.32,10175.99
2023-04-27 17:30:00,BTCUSDT,BUY,29302.73,29319.260000000002,2.04,10178.02
2023-04-27 18:15:00,BTCUSDT,BUY,29434.81,29438.28,0.22,10178.24
2023-04-27 20:55:00,BTCUSDT,BUY,29619.3,29663.515000000007,13.97,10192.21
2023-04-27 21:15:00,BTCUSDT,BUY,29741.92,29654.34,-10.0,10182.21
2023-04-27 21:55:00,BTCUSDT,BUY,29647.07,29564.09,-10.0,10172.21
2023-04-27 23:55:00,BTCUSDT,BUY,29472.77,29422.34,-10.0,10162.21
2023-04-28 00:50:00,BTCUSDT,BUY,29501.63,29571.449999999997,7.9,10170.11
2023-04-28 01:40:00,BTCUSDT,BUY,29535.75,29426.08,-10.0,10160.11
2023-04-28 03:30:00,BTCUSDT,BUY,29368.95,29406.195,10.14,10170.25
2023-04-28 05:40:00,BTCUSDT,BUY,29530.42,29460.17,-10.0,10160.25
2023-04-28 07:00:00,BTCUSDT,BUY,29474.27,29513.355000000003,10.29,10170.53
2023-04-28 12:00:00,BTCUSDT,SELL,29224.22,29286.24,-10.0,10160.53
2023-04-28 12:50:00,BTCUSDT,SELL,29290.06,29332.73,-10.0,10150.53
2023-04-28 13:35:00,BTCUSDT,SELL,29300.0,29207.670000000002,15.94,10166.47
2023-04-28 13:45:00,BTCUSDT,SELL,28956.76,29303.72,-10.0,10156.47
2023-04-28 19:40:00,BTCUSDT,BUY,29390.01,29306.94,-10.0,10146.47
2023-04-28 22:25:00,BTCUSDT,BUY,29388.12,29337.12,-10.0,10136.47
2023-04-29 00:55:00,BTCUSDT,SELL,29262.02,29302.08,-10.0,10126.47
2023-04-29 04:15:00,BTCUSDT,BUY,29376.11,29375.3,-0.24,10126.24
2023-04-29 11:00:00,BTCUSDT,SELL,29245.99,29238.07,1.92,10128.16
2023-04-29 11:40:00,BTCUSDT,BUY,29287.71,29361.265,13.8,10141.95
2023-04-29 15:50:00,BTCUSDT,SELL,29269.68,29162.925000000003,14.29,10156.24
2023-04-30 01:55:00,BTCUSDT,SELL,29096.99,29094.865000000005,0.43,10156.67
2023-04-30 10:25:00,BTCUSDT,SELL,29280.24,29233.305000000004,13.51,10170.18
2023-04-30 12:40:00,BTCUSDT,BUY,29223.82,29249.965,6.36,10176.54
2023-04-30 15:00:00,BTCUSDT,BUY,29583.5,29426.014999999996,-7.53,10169.01
2023-04-30 16:05:00,BTCUSDT,BUY,29794.8,29655.18,-10.0,10159.01
2023-04-30 16:50:00,BTCUSDT,BUY,29729.26,29690.92,-10.0,10149.01
2023-04-30 19:10:00,BTCUSDT,SELL,29379.13,29061.340000000004,14.8,10163.82
2023-05-01 01:55:00,BTCUSDT,SELL,28504.36,28684.79,-10.0,10153.82
2023-05-01 07:35:00,BTCUSDT,SELL,28630.98,28576.715,16.41,10170.23
2023-05-01 10:20:00,BTCUSDT,SELL,28524.4,28526.159999999996,-0.49,10169.74
2023-05-01 11:15:00,BTCUSDT,SELL,28520.0,28564.25,-10.0,10159.74
2023-05-01 12:00:00,BTCUSDT,SELL,28481.04,28559.17,-10.0,10149.74
2023-05-01 13:35:00,BTCUSDT,SELL,28566.33,28481.97,13.37,10163.11
2023-05-01 14:25:00,BTCUSDT,SELL,28484.51,28349.245000000003,31.27,10194.38
2023-05-01 16:25:00,BTCUSDT,SELL,28119.28,28192.77,-10.0,10184.38
2023-05-01 18:15:00,BTCUSDT,SELL,28195.84,28199.675000000003,-0.49,10183.89
2023-05-01 18:35:00,BTCUSDT,SELL,28169.0,28000.415,38.54,10222.43
2023-05-01 22:50:00,BTCUSDT,SELL,28009.16,28065.98,-10.0,10212.43
2023-05-01 23:25:00,BTCUSDT,SELL,28098.32,28014.434999999998,24.32,10236.75
2023-05-02 00:15:00,BTCUSDT,SELL,28005.78,28054.28,-10.0,10226.75
2023-05-02 01:50:00,BTCUSDT,SELL,27950.0,28092.61,-10.0,10216.75
2023-05-02 07:50:00,BTCUSDT,SELL,28030.53,28068.5,-10.0,10206.75
2023-05-02 09:25:00,BTCUSDT,SELL,27960.76,28054.7,-10.0,10196.75
2023-05-02 13:40:00,BTCUSDT,SELL,27989.66,28098.59,-10.0,10186.75
2023-05-02 14:40:00,BTCUSDT,BUY,28541.23,28394.85,-10.0,10176.75
2023-05-02 15:40:00,BTCUSDT,BUY,28668.22,28808.059999999994,5.66,10182.42
2023-05-02 18:50:00,BTCUSDT,BUY,28732.3,28666.22,-10.0,10172.42
2023-05-02 19:10:00,BTCUSDT,BUY,28796.35,28675.77,-10.0,10162.42
2023-05-02 21:15:00,BTCUSDT,BUY,28660.6,28632.08,-10.0,10152.42
2023-05-02 22:20:00,BTCUSDT,BUY,28750.1,28771.635,2.88,10155.3
2023-05-03 01:15:00,BTCUSDT,BUY,28532.63,28504.46,-10.0,10145.3
2023-05-03 02:00:00,BTCUSDT,BUY,28482.02,28513.39,10.0,10155.3
